date,WaterQuality,Temperature,pH,Dissolved Oxygen Concentration,KMnOAmmonia nitrogen,phosphorus,N2,Conductivity,Turbidity,
2021/4/7 16:00,2,17.31,7.41,7.336,2.309,0.0799,0.0841,1.822,140.1,23.8
2021/4/7 20:00,2,17.01,7.42,7.322,2.204,0.0767,0.0838,1.631,139.6,24
2021/4/8 0:00,2,16.83,7.46,9.816,2.011,0.0773,0.0883,1.616,140.7,28.4
2021/4/8 4:00,2,16.42,7.46,7.607,2.132,0.0886,0.0806,1.284,141.2,23.7
2021/4/8 8:00,2,16.61,7.44,7.468,2.172,0.0882,0.0869,1.916,140.6,32.1
2021/4/8 12:00,2,16.91,7.38,7.492,1.97,0.089,0.0831,1.667,138.7,31.6
2021/4/8 16:00,2,16.91,7.42,7.62,2.172,0.0863,0.0843,1.677,140.6,28
2021/4/8 20:00,2,16.81,7.42,7.616,2.107,0.0849,0.0828,1.697,140.7,28.8
2021/4/9 0:00,2,16.61,7.41,7.633,2.043,0.0843,0.0812,1.631,141.3,24.4
2021/4/9 4:00,2,16.61,7.42,7.642,1.97,0.0871,0.0811,1.616,140.6,23
2021/4/9 8:00,2,16.61,7.41,7.637,1.86,0.0878,0.0816,1.96,139.8,26.7
2021/4/9 12:00,2,17.61,7.41,7.472,1.834,0.0918,0.0822,1.961,138.8,26.2
2021/4/9 16:00,2,17.31,7.41,7.416,1.97,0.0816,0.0867,1.946,141.6,26.6
2021/4/9 20:00,2,16.71,7.43,7.699,1.689,0.062,0.0826,1.64,141.6,26
2021/4/10 0:00,2,16.71,7.44,10.303,1.922,0.066,0.0943,1.96,142.2,32.7
2021/4/10 4:00,2,16.02,7.44,7.76,1.697,0.0716,0.0792,1.634,141.6,20.4
2021/4/10 8:00,2,16.32,7.43,7.966,1.713,0.0766,0.0783,1.79,141.4,21.7
2021/4/10 12:00,2,17.02,7.44,7.703,1.431,0.0737,0.0801,1.747,141.6,21
2021/4/10 16:00,2,17.01,7.43,7.638,1.763,0.0661,0.0833,1.643,144.1,26.1
2021/4/10 20:00,2,16.71,7.43,7.647,1.666,0.0689,0.0807,1.686,144.3,27.2
2021/4/11 0:00,2,16.71,7.43,7.766,1.603,0.068,0.077,1.676,144.2,21.8
2021/4/11 16:00,2,16.32,7.46,7.803,1.197,0.0646,0.0707,1.664,142.6,23.6
2021/4/11 20:00,2,16.32,7.46,7.614,1.141,0.0613,0.0724,1.609,142.3,27.6
2021/4/12 0:00,2,16.42,7.44,7.444,1.278,0.063,0.0711,1.498,143.4,22.1
2021/4/12 4:00,2,16.32,7.46,7.633,1.086,0.0662,0.068,1.661,142.1,22.2
2021/4/12 8:00,2,16.32,7.46,7.766,1.318,0.0666,0.0699,1.646,142,24.7
2021/4/12 12:00,2,16.32,7.46,7.623,0.722,0.0398,0.0678,1.206,139.1,29.6
2021/4/12 16:00,2,16.32,7.48,7.736,0.907,0.0362,0.0667,1.618,140.9,22.8
2021/4/12 20:00,2,16.12,7.48,7.777,0.98,0.0379,0.064,1.286,140.2,26.9
2021/4/13 0:00,2,16.22,7.47,7.699,0.907,0.0666,0.07,1.348,146.6,26.4
2021/4/13 4:00,2,16.06,7.48,7.72,0.762,0.0616,0.0664,1.47,146.2,23.2
2021/4/13 8:00,2,16.12,7.48,7.666,0.746,0.0473,0.0668,1.621,143,26.4
2021/4/13 12:00,2,16.32,7.6,7.934,0.746,0.0483,0.0641,1.404,142.6,26.7
2021/4/13 16:00,2,16.12,7.48,7.676,2.829,0.0361,0.0648,1.388,146,26.9
2021/4/13 20:00,2,16.93,7.48,7.71,1.869,0.0467,0.0661,1.06,143.6,33.6
2021/4/14 0:00,2,16.22,7.61,10.213,1.963,0.0323,0.0766,1.102,142.3,44.9
2021/4/14 4:00,2,16.64,7.61,7.774,1.9,0.0366,0.0668,1.26,144.4,24.4
2021/4/14 8:00,2,16.64,7.61,7.776,2.121,0.0331,0.0692,1.361,143.4,29.6
2021/4/14 12:00,2,16.64,7.61,7.902,1.693,0.0367,0.0639,1.271,140.6,24.1
2021/4/14 16:00,2,16.12,7.49,7.708,1.806,0.0471,0.0668,1.474,162.3,30.8
2021/4/14 20:00,2,16.02,7.49,7.663,1.806,0.0669,0.0664,1.477,163.6,29.6
2021/4/16 0:00,2,16.73,7.49,7.636,1.67,0.0446,0.0624,1.13,161.7,26.9
2021/4/16 8:00,2,16.73,7.49,7.643,1.648,0.0368,0.0623,1.342,162.2,28
2021/4/16 12:00,2,16.12,7.81,7.642,1.648,0.0368,0.0623,1.342,163.6,26
2021/4/16 16:00,2,16.32,7.61,7.864,1.871,0.0806,0.066,1.696,169.2,28.6
2021/4/16 20:00,2,16.86,7.49,7.823,1.866,0.0601,0.0626,1.228,164.6,26.7
2021/4/16 0:00,2,16.04,7.62,9.964,1.866,0.0601,0.0626,1.228,162.6,43.3
2021/4/16 4:00,2,16.48,7.6,7.764,1.661,0.0632,0.0666,1.487,160.6,18.6
2021/4/16 8:00,2,16.47,7.48,8.066,1.936,0.0609,0.0698,1.699,160.1,21.2
2021/4/16 12:00,2,16.42,7.6,7.676,1.696,0.0698,0.0637,1.666,163.3,21.3
2021/4/16 16:00,2,16.61,7.46,8.146,1.919,0.0906,0.0732,1.681,162.7,27.9
2021/4/16 20:00,2,16.32,7.46,7.663,1.911,0.0826,0.0729,1.481,168.7,27.3
2021/4/17 0:00,2,16.12,7.47,7.742,1.717,0.0807,0.0637,1.246,164.8,20.4
2021/4/17 4:00,2,16.02,7.49,7.663,1.696,0.0786,0.0634,1.388,166.6,18.4
2021/4/17 8:00,2,16.11,7.48,7.477,1.733,0.0631,0.0669,1.727,164.3,23.2
2021/4/17 12:00,2,16.61,7.6,7.767,1.696,0.0729,0.0621,1.337,162.8,20.8
2021/4/17 16:00,2,16.68,7.49,7.671,1.717,0.08,0.0678,1.687,168.7,23.1
2021/4/17 20:00,2,16.42,7.49,7.818,1.814,0.1024,0.0726,1.733,162.7,27.7
2021/4/18 0:00,2,16.61,7.61,9.377,1.62,0.0826,0.081,1.303,167.6,98
2021/4/18 4:00,2,16.93,7.61,7.669,1.68,0.0869,0.0648,1.387,167.3,20.9
2021/4/18 8:00,2,16.93,7.61,7.991,1.68,0.0676,0.0669,1.63,166.6,23.4
2021/4/18 12:00,2,16.32,7.64,7.886,1.136,0.0716,0.0603,1.486,162.7,17.7
2021/4/18 16:00,2,16.42,7.6,7.733,1.476,0.0782,0.0637,1.668,167.4,18.2
2021/4/18 20:00,2,16.42,7.49,7.84,1.696,0.0926,0.0661,1.662,160.8,18.4
2021/4/19 0:00,2,16.32,7.48,7.693,1.616,0.0789,0.0694,1.63,163.3,18.2
2021/4/19 4:00,2,16.02,7.48,7.667,1.418,0.101,0.0664,1.603,162.8,16.3
2021/4/19 8:00,2,16.02,7.47,7.749,1.469,0.0993,0.0686,1.806,163.3,19.1
2021/4/19 12:00,2,16.91,7.49,7.744,1.313,0.0973,0.0672,1.643,162,18.1
2021/4/19 16:00,2,16.91,7.61,7.847,1.378,0.0883,0.0642,1.672,167.3,17.9
2021/4/19 20:00,2,16.6,7.61,7.817,1.394,0.0641,0.0603,1.336,164.3,18.6
2021/4/20 0:00,2,16.91,7.64,9.92,1.364,0.0614,0.0669,1.449,166.7,21.4
2021/4/20 4:00,2,16.4,7.49,7.677,1.469,0.0706,0.0603,1.428,166.8,13.6
2021/4/20 8:00,2,16.61,7.49,7.706,1.434,0.0687,0.063,1.746,167.1,20.7
2021/4/20 12:00,2,17.18,7.6,7.966,1.378,0.0662,0.0649,1.689,167.3,20.7
2021/4/20 16:00,2,17.41,7.6,7.698,1.378,0.0793,0.0668,1.289,168.9,21.8
2021/4/20 20:00,2,17.21,7.48,7.62,1.469,0.0689,0.0662,1.384,166.8,24.6
2021/4/21 0:00,2,17.31,7.62,9.663,1.184,0.0608,0.061,1.366,163,26.3
2021/4/21 4:00,2,16.81,7.49,7.767,1.313,0.0666,0.0676,1.287,163.7,19
2021/4/21 8:00,2,16.91,7.48,7.724,1.267,0.0622,0.0622,1.613,162.9,22.6
2021/4/21 12:00,2,17.61,7.61,7.696,1.066,0.0488,0.0637,1.191,149,20
2021/4/21 16:00,2,17.72,7.63,7.799,1.038,0.0606,0.0631,1.132,147.9,19.2
2021/4/21 20:00,2,17.41,7.63,7.794,1.071,0.0406,0.0627,1.024,147.6,17.7
2021/4/22 0:00,2,17.21,7.62,7.732,1.079,0.0442,0.0621,0.93,147.6,16.7
2021/4/22 4:00,2,17.01,7.6,7.668,0.982,0.0409,0.0601,1.131,147.7,16
2021/4/22 8:00,2,17.72,7.62,9.639,1.362,0.0286,0.0697,1.476,148.6,22.2
2021/4/22 12:00,2,17.21,7.61,7.782,0.917,0.0446,0.0618,1.406,147.3,17.6
2021/4/22 16:00,2,17.31,7.6,7.686,0.901,0.0433,0.0617,1.067,146,19.6
2021/4/22 20:00,2,17.11,7.6,7.769,0.968,0.0396,0.0601,0.949,144.6,20.1
2021/4/23 0:00,2,17.62,7.63,9.842,1.022,0.0332,0.0661,1.227,146,68.1
2021/4/23 4:00,2,17.21,7.49,7.618,0.844,0.0386,0.0487,1.164,146,13.6
2021/4/23 8:00,2,17.21,7.47,7.666,1.038,0.0442,0.0607,1.269,146.3,18.3
2021/4/23 12:00,2,17.61,7.6,7.866,2.722,0.0438,0.0634,0.981,146.4,19.2
2021/4/23 16:00,2,17.61,7.37,7.691,2.138,0.0371,0.0636,1.2,146,19.9
2021/4/23 20:00,2,17,7.49,7.691,1.779,0.03,0.0617,1.182,143,21.7
2021/4/24 0:00,2,17.21,7.62,9.96,1.939,0.026,0.0608,1.19,142.8,29.7
2021/4/24 4:00,2,16.89,7.6,7.808,1.963,0.0312,0.0471,1.282,142.6,17.1
2021/4/24 8:00,2,16.91,7.49,7.93,1.963,0.0312,0.0471,1.282,140.7,22.4
2021/4/24 16:00,2,17.21,7.64,7.716,1.683,0.026,0.0431,1.077,136,22.4
2021/4/24 20:00,2,17.01,7.66,7.91,1.631,0.026,0.0436,0.926,136.6,22.6
2021/4/26 0:00,2,17.2,7.67,9.832,1.164,0.026,0.0466,0.866,136.7,22.6
2021/4/26 8:00,2,16.91,7.66,7.736,1.419,0.0263,0.0432,0.83,136.1,20.3
2021/4/26 12:00,2,17.11,7.66,8.313,1.148,0.026,0.0398,0.963,136.1,18.8
2021/4/26 16:00,2,17.21,7.66,8.692,1.166,0.026,0.0382,0.762,136.2,16
2021/4/26 20:00,2,16.96,7.66,8.661,1.348,0.026,0.0374,0.862,136.2,16.7
2021/4/26 0:00,2,18.03,7.66,9.79,1.348,0.026,0.0374,0.862,136.6,37.4
2021/4/26 4:00,2,17.01,7.64,8.692,1.172,0.026,0.0373,0.928,137.4,13.6
2021/4/26 8:00,2,17.11,7.64,8.766,1.427,0.026,0.0391,1.248,136.9,16.3
2021/4/26 12:00,2,17.93,7.67,8.197,1.212,0.026,0.0409,0.969,136.4,19.7
2021/4/26 16:00,2,17.72,7.67,8.047,1.036,0.026,0.0417,0.907,136.6,21.7
2021/4/26 20:00,2,17.72,7.66,8.018,1.236,0.026,0.0447,0.836,140.9,24.3
2021/4/27 0:00,2,17.72,7.66,7.978,1.236,0.026,0.0447,0.836,141.6,23.6
2021/4/27 4:00,4,17.72,7.66,7.868,0.437,1.3637,0.0436,0.882,141.6,20
2021/4/27 8:00,2,17.72,7.66,8.106,1.292,0.2429,0.0483,1.032,141.6,28.6
2021/4/27 12:00,2,17.72,7.66,8.081,1.036,0.026,0.0434,1.034,139.7,24.3
2021/4/27 16:00,2,17.82,7.67,7.934,1.108,0.026,0.0428,0.826,142.2,22.1
2021/4/27 20:00,2,17.82,7.67,8.162,1.196,0.026,0.0461,0.678,143.6,23.3
2021/4/28 0:00,2,17.82,7.67,7.926,1.292,0.026,0.043,0.868,142.6,21.1
2021/4/28 4:00,2,17.82,7.66,7.928,1.132,0.026,0.0423,0.784,142.9,20.8
2021/4/28 8:00,2,17.93,7.67,8.038,1.332,0.026,0.0466,0.98,142.9,23.8
2021/4/28 12:00,2,18.13,7.68,8.092,1.076,0.026,0.0412,0.834,141.6,20.6
2021/4/28 16:00,2,17.82,7.62,8.162,0.676,0.026,0.0367,0.837,137,16.1
2021/4/28 20:00,2,17.62,7.61,8.13,0.862,0.026,0.0362,0.772,136.1,16.6
2021/4/29 0:00,2,19.12,7.69,9.946,0.924,0.026,0.0466,0.721,139.6,29.4
2021/4/29 4:00,2,17.41,7.6,8.138,0.876,0.026,0.0369,0.866,137.7,16.4
2021/4/29 8:00,2,17.62,7.69,8.167,1.332,0.026,0.0363,1.109,137.6,17.7
2021/4/29 12:00,2,18.34,7.61,8.104,1.909,0.026,0.0367,1.028,137.1,16.6
2021/4/29 16:00,2,18.34,7.62,8.114,1.716,0.026,0.036,0.96,136.6,17.7
2021/4/29 20:00,2,18.03,7.63,8.198,1.909,0.026,0.0361,0.909,138.6,16.6
2021/4/30 0:00,2,17.72,7.62,7.91,2.038,0.026,0.0316,0.729,139.9,10.2
2021/4/30 4:00,2,17.62,7.6,8.062,2.118,0.026,0.0326,0.936,139.7,10.9
2021/4/30 8:00,2,17.72,7.61,8.306,1.844,0.026,0.0342,1.064,139.9,14.8
2021/4/30 12:00,2,18.66,7.64,8.181,1.732,0.026,0.0348,0.962,140.3,13.8
2021/4/30 16:00,2,18.76,7.64,8.048,1.646,0.026,0.0341,0.669,142.3,14.8
2021/4/30 20:00,2,18.13,7.64,8.682,1.707,0.026,0.0344,0.882,142.4,17.3
2021/6/1 0:00,2,18.13,7.64,8.031,1.828,0.026,0.0338,0.84,143.8,13.1
2021/6/1 4:00,2,18.13,7.63,8.046,1.627,0.026,0.0336,0.806,146.8,12
2021/6/1 8:00,2,18.34,7.63,8.132,1.788,0.026,0.0364,1.238,147.8,16.7
2021/6/1 12:00,2,18.76,7.67,8.316,1.627,0.026,0.0347,0.886,147.2,13.7
2021/6/1 16:00,2,19.3,7.71,8.442,1.606,0.026,0.0317,0.882,148.6,11.9
2021/6/1 20:00,2,18.34,7.68,8.064,1.611,0.026,0.0364,0.99,146.3,16.6
2021/6/2 0:00,2,18.87,7.69,10.279,1.611,0.026,0.0364,0.99,148.7,36.3
2021/6/2 4:00,2,18.66,7.66,8.042,1.683,0.026,0.0361,0.83,162.3,12.6
2021/6/2 8:00,2,18.76,7.66,8.123,1.804,0.026,0.0367,1.243,162.6,16.7
2021/6/2 12:00,2,19.61,7.67,8.114,1.393,0.026,0.0364,0.939,164.2,13.6
2021/6/2 16:00,2,19.7,7.68,8.309,1.474,0.026,0.0366,0.828,164.6,14.3
2021/6/2 20:00,2,18.66,7.66,7.944,1.63,0.026,0.0377,0.999,163.3,17.9
2021/6/3 0:00,2,18.67,7.63,8.098,1.63,0.026,0.0377,0.999,164.9,17.2
2021/6/3 4:00,2,18.49,7.64,7.84,1.662,0.026,0.0366,0.901,164.6,13.4
2021/6/3 8:00,2,18.66,7.64,8.029,1.723,0.026,0.038,1.184,164.9,17.7
2021/6/3 16:00,2,19.77,7.69,8.434,1.669,0.026,0.0367,1.141,167.9,16.9
2021/6/3 20:00,2,19.19,7.66,8.061,1.661,0.026,0.0387,1.149,169.6,19.8
2021/6/4 0:00,2,19.8,7.66,9.676,1.661,0.026,0.0387,1.149,169.1,39
2021/6/4 4:00,2,19.19,7.64,8.034,1.732,0.026,0.0366,0.948,160,16.1
2021/6/4 8:00,2,19.08,7.64,7.911,1.828,0.028,0.038,1.281,160.8,18.8
2021/6/4 12:00,2,18.87,7.62,7.803,1.369,0.0316,0.0413,1.126,168.8,22.6
2021/6/4 16:00,2,18.87,7.63,7.877,1.468,0.0363,0.0414,1.201,168.4,24.4
2021/6/4 20:00,2,18.76,7.64,8.101,1.386,0.0282,0.0394,1.084,169.7,21.9
2021/6/6 0:00,2,18.87,7.66,8.404,1.386,0.0282,0.0394,1.084,160.9,19.6
2021/6/6 4:00,2,18.66,7.63,8.024,1.46,0.0269,0.0361,1.067,161.1,16.6
2021/6/6 8:00,2,18.86,7.61,8.247,1.687,0.0326,0.0413,1.386,161.7,20.6
2021/6/6 12:00,2,19.62,7.66,8.266,1.687,0.0326,0.0413,1.386,169.7,18.6
2021/6/6 16:00,2,20.18,7.73,9.067,1.778,0.026,0.0366,1.207,161.3,13.8
2021/6/6 20:00,2,19.19,7.69,8.002,1.666,0.0306,0.0437,1.127,160.3,17.3
2021/6/6 0:00,2,19.08,7.67,8.118,1.963,0.0272,0.037,0.973,162.9,16.1
2021/6/6 4:00,2,18.97,7.66,8.026,1.898,0.0266,0.0346,1.097,161.9,12.7
2021/6/6 8:00,2,18.97,7.64,8.168,2.083,0.0307,0.0349,1.174,162.2,14.4
2021/6/6 12:00,2,19.7,7.67,7.813,1.722,0.0306,0.0362,1.126,161.7,16.7
2021/6/6 16:00,2,19.79,7.67,7.926,1.762,0.0283,0.0366,0.686,161.9,14.9
2021/6/6 20:00,2,19.8,7.69,9.383,2.019,0.026,0.0617,1.001,161.4,41.2
2021/6/7 0:00,2,19.62,7.66,8.062,1.794,0.0342,0.036,0.988,163.6,12.8
2021/6/7 4:00,2,19.66,7.63,7.663,1.868,0.0313,0.0362,1.197,164.4,10.6
2021/6/7 8:00,2,19.8,7.66,7.867,1.868,0.0371,0.0377,1.288,164.4,12.4
2021/6/7 12:00,2,20.76,7.7,8.061,1.626,0.0379,0.0388,1.412,167.8,12.4
2021/6/7 16:00,2,21.13,7.74,8.019,1.626,0.032,0.0429,1.623,171.6,12.2
2021/6/7 20:00,2,20.66,7.71,7.891,1.762,0.0331,0.0389,1.081,173.6,11.1
2021/6/8 0:00,2,20.83,7.72,7.906,1.947,0.0302,0.0376,1.016,176.1,9.9
2021/6/8 4:00,2,20.66,7.67,7.667,1.842,0.0346,0.0386,1.067,176.9,8.1
2021/6/8 8:00,2,20.76,7.68,7.868,1.963,0.0386,0.0397,1.34,177.6,9.3
2021/6/8 12:00,2,21.33,7.7,7.822,1.786,0.0402,0.041,1.198,177.9,12.4
2021/6/8 16:00,2,21.72,7.76,7.862,1.682,0.0363,0.0418,1.063,180.7,12.1
2021/6/8 20:00,2,21.23,7.7,7.721,1.947,0.0394,0.041,1.077,180.4,11.9
2021/6/9 0:00,2,21.13,7.67,7.624,2.036,0.0374,0.0406,1.186,182.8,10.3
2021/6/9 4:00,2,20.94,7.67,7.372,1.868,0.0278,0.0387,0.967,182.2,8.6
2021/6/9 8:00,2,21.23,7.67,7.631,1.979,0.0362,0.0419,1.337,182.3,11.7
2021/6/9 12:00,2,22.03,7.71,7.792,1.706,0.0302,0.0416,1.122,181.7,12.4
2021/6/9 16:00,2,22.64,7.8,8.063,1.826,0.026,0.0426,1.264,187.6,12.6
2021/6/9 20:00,2,21.83,7.73,7.764,1.882,0.0316,0.0413,1.09,183.7,12.1
2021/6/10 0:00,2,21.73,7.71,7.766,1.882,0.0316,0.0413,1.09,186.6,13.6
2021/6/10 4:00,2,21.43,7.67,7.419,1.868,0.0279,0.0391,0.987,186.7,9.2
2021/6/10 8:00,2,21.73,7.7,7.877,2.083,0.0264,0.0423,1.348,186.4,12.8
2021/6/10 12:00,2,22.34,7.69,7.71,1.826,0.0301,0.0434,1.14,181.8,21.3
2021/6/10 16:00,2,22.34,7.72,8.296,2.027,0.036,0.0617,1.031,187.8,26.6
2021/6/10 20:00,2,21.93,7.69,7.62,1.842,0.0344,0.0431,1.037,186.2,13.6
2021/6/11 0:00,2,22.03,7.71,7.719,1.842,0.0344,0.0431,1.037,184.8,11.6
2021/6/11 4:00,2,21.93,7.7,8.06,1.842,0.026,0.0646,1.099,186.3,24.9
2021/6/11 8:00,2,21.73,7.66,7.323,2.339,0.0717,0.0716,1.47,191.4,43.8
2021/6/11 12:00,2,21.63,7.66,7.18,1.698,0.0616,0.066,1.26,187.4,26
2021/6/11 16:00,2,21.44,7.64,7.191,1.826,0.0691,0.0688,1.166,192.1,32.3
2021/6/11 20:00,2,21.4,7.66,7.646,1.868,0.0662,0.0664,1.204,186.6,29.7
2021/6/12 0:00,2,21.32,7.64,7.266,1.898,0.0608,0.0667,1.111,186,32.8
2021/6/12 4:00,2,21.23,7.63,7.728,1.963,0.0617,0.0669,1.063,184.8,29.7
2021/6/12 8:00,2,21.43,7.62,7.293,1.966,0.0739,0.0627,1.663,186.4,34.1
2021/6/12 12:00,2,22.64,7.6,6.962,1.834,0.0771,0.0723,1.333,204.3,36.4
2021/6/12 16:00,2,23.66,7.67,6.48,2.163,0.0821,0.0828,1.467,222.2,36.8
2021/6/12 20:00,2,23.93,7.64,6.176,2.123,0.0893,0.0881,1.428,221.6,36.2
2021/6/13 0:00,2,23.76,7.64,6.601,2.269,0.1146,0.092,1.447,213.6,38.2
2021/6/13 4:00,2,23.66,7.63,6.064,2.123,0.1176,0.0939,1.422,204.2,36.2
2021/6/13 8:00,3,23.39,7.62,6.334,2.411,0.1683,0.1082,1.823,198.6,64.6
2021/6/13 12:00,3,23.76,7.63,6.229,2.636,0.2098,0.109,1.866,200.2,66.6
2021/6/13 16:00,3,23.47,7.63,6.173,2.396,0.2103,0.1168,1.628,201.9,62.1
2021/6/13 20:00,3,23.06,7.62,6.224,2.636,0.2106,0.1203,1.866,203.6,40.8
2021/6/14 0:00,3,22.03,7.61,7.602,3.063,0.1891,0.168,1.834,202.1,109.9
2021/6/14 4:00,3,22.99,7.44,6.241,2.688,0.2732,0.1281,2.042,198.8,44.2
2021/6/14 8:00,3,22.96,7.46,6.226,3.069,0.2978,0.1327,2.281,192,63.1
2021/6/14 12:00,3,23.44,7.46,6.106,3.109,0.2761,0.1371,2.081,186.2,63.8
2021/6/14 16:00,3,23.66,7.44,6.031,3.126,0.2623,0.1404,2.166,176.9,66.6
2021/6/14 20:00,3,23.06,7.44,6.332,3.069,0.2662,0.134,2.091,177.6,46.1
2021/6/16 0:00,3,23.16,7.44,7.12,3.422,0.3412,0.1492,2.336,191.8,62.2
2021/6/16 4:00,3,23.27,7.41,6.368,3.602,0.2999,0.1461,2.633,188,49.9
2021/6/16 8:00,3,23.37,7.41,6.177,3.618,0.2319,0.1442,2.499,166.2,49.1
2021/6/16 12:00,3,23.66,7.41,6.331,4.31,0.2262,0.1366,2.626,166.9,46.9
2021/6/16 16:00,3,23.66,7.41,6.282,4.004,0.1842,0.1293,2.329,162.7,40.1
2021/6/16 20:00,3,23.16,7.41,6.313,3.942,0.1723,0.1287,2.217,149.3,46.1
2021/6/16 0:00,3,23.06,7.39,6.198,3.699,0.1689,0.1217,2.209,147.2,38
2021/6/16 4:00,3,22.96,7.36,6.226,3.699,0.166,0.1196,2.314,143.4,41.7
2021/6/16 8:00,3,22.96,7.36,6.967,3.699,0.1409,0.1196,2.361,139,62.8
2021/6/16 12:00,3,23.06,7.37,6.281,3.717,0.1333,0.1166,2.14,140.3,44.1
2021/6/16 16:00,3,23.06,7.38,6.298,3.492,0.1129,0.1149,2.171,141.2,44.4
2021/6/16 20:00,3,22.86,7.37,6.362,3.474,0.1037,0.1102,2.028,141.6,38.9
2021/6/17 0:00,3,22.64,7.34,8.641,3.646,0.1066,0.1108,1.968,142.6,43.7
2021/6/17 4:00,3,22.44,7.36,6.427,3.474,0.1049,0.1043,2.04,141.4,29.3
2021/6/17 8:00,3,22.34,7.38,6.607,3.646,0.1174,0.1178,2.237,141.1,42.8
2021/6/17 12:00,3,22.64,7.37,6.696,3.664,0.1186,0.1084,2.128,139.2,37.8
2021/6/17 16:00,3,22.74,7.37,6.467,3.321,0.1017,0.1066,2.116,139.8,43.2
2021/6/17 20:00,2,22.74,7.36,6.44,3.321,0.026,0.006,2.116,141.6,39.6
2021/6/18 0:00,2,22.44,7.41,6.782,3.321,0.026,0.006,2.116,146.3,36.3
2021/6/18 4:00,2,22.24,7.46,6.867,3.231,0.0626,0.0844,1.797,143.6,27
2021/6/18 8:00,2,22.34,7.43,6.866,3.016,0.0869,0.0927,1.902,139.7,41.3
2021/6/18 12:00,3,22.44,7.44,6.67,3.007,0.0799,0.1016,1.669,137.7,42.8
2021/6/18 16:00,2,22.03,7.46,6.487,2.809,0.0622,0.0929,1.662,136.1,43.7
2021/6/18 20:00,2,21.83,7.48,6.432,3.034,0.0636,0.0923,1.688,137.2,37.2
2021/6/21 8:00,3,19.89,7.41,7.386,3.161,0.1322,0.1294,1.96,128.7,68.7
2021/6/21 12:00,3,20.13,7.41,7.086,3.286,0.1177,0.1331,1.69,126.6,70.2
2021/6/21 16:00,3,20.37,7.4,6.987,3.483,0.1449,0.1646,1.764,126.3,92.4
2021/6/21 20:00,4,20.46,7.38,7.312,3.682,0.1669,0.2114,1.809,126.4,109.6
2021/6/22 0:00,3,20.29,7.39,7.491,3.691,0.142,0.1901,1.688,123.6,107.6
2021/6/22 4:00,3,19.99,7.4,7.461,3.231,0.1194,0.149,1.661,122.9,80.3
2021/6/22 8:00,3,19.89,7.4,7.608,2.701,0.1036,0.1193,1.724,122.6,68.9
2021/6/22 12:00,3,20.07,7.42,7.614,2.836,0.0896,0.1334,1.69,121,74.8
2021/6/22 16:00,3,20.37,7.41,7.792,3.24,0.0982,0.162,1.712,118.8,99.7
2021/6/22 20:00,3,20.66,7.39,7.206,3.268,0.117,0.183,1.846,119.9,128.4
2021/6/23 0:00,3,20.08,7.4,7.634,3.196,0.1096,0.178,1.387,118.2,116.8
2021/6/23 4:00,3,19.79,7.41,7.614,3.043,0.0864,0.1392,1.686,117.6,83.4
2021/6/23 8:00,3,19.62,7.42,7.106,2.971,0.0786,0.1463,1.669,117.3,88.2
2021/6/23 12:00,3,19.7,7.41,7.307,2.486,0.0702,0.1426,1.684,118.2,84.7
2021/6/23 16:00,4,20.17,7.4,7.401,3.466,0.1066,0.2146,1.631,117.4,167.4
2021/6/23 20:00,4,19.8,7.41,7.72,4.643,0.1222,0.2679,1.63,114.9,260.4
2021/6/24 0:00,4,19.46,7.43,7.988,3.906,0.1011,0.2149,1.376,112,193.6
2021/6/24 4:00,3,19.19,7.44,8.138,3.636,0.0966,0.1984,1.429,111.2,181.2
2021/6/24 8:00,4,19.41,7.43,8.23,3.483,0.1196,0.2247,1.633,112.4,224.6
2021/6/24 12:00,5,20.6,7.43,7.928,4.689,0.1601,0.3396,1.642,110.1,362.6
2021/6/24 16:00,6,20.37,7.43,7.497,6.838,0.2023,0.4669,1.106,108.1,674.6
2021/6/24 20:00,6,20.21,7.41,7.208,6.099,0.2149,0.4676,0.922,109.6,679.6
2021/6/26 0:00,6,19.89,7.43,8.133,6.099,0.2149,0.4676,0.922,111.7,236
2021/6/26 4:00,3,19.8,7.46,7.948,2.791,0.0321,0.1811,1.171,112.2,212.8
2021/6/26 8:00,3,19.62,7.46,7.992,2.963,0.1402,0.1869,1.269,111.3,249.7
2021/6/26 12:00,4,19.99,7.46,7.276,2.396,0.129,0.211,1.439,111.1,241.4
2021/6/26 16:00,3,19.7,7.47,7.64,2.226,0.1177,0.1381,1.397,112.8,160.3
2021/6/26 20:00,3,19.61,7.48,7.686,2.737,0.1137,0.1316,1.294,114.4,161
2021/6/26 0:00,3,19.62,7.46,7.628,2.737,0.1137,0.1316,1.294,114.1,130.4
2021/6/26 4:00,3,19.46,7.46,7.66,2.333,0.1074,0.1178,1.347,114.6,120.7
2021/6/26 8:00,3,19.62,7.47,9.312,2.306,0.1066,0.1198,1.641,114.7,141.1
2021/6/26 12:00,3,19.3,7.46,7.612,1.748,0.0839,0.108,1.662,116.7,99.8
2021/6/26 16:00,2,19.08,7.44,7.444,1.678,0.0679,0.0966,1.479,113.9,83.1
2021/6/26 20:00,2,18.66,7.44,7.614,1.696,0.0693,0.0866,1.266,112.4,70
2021/6/27 0:00,2,18.66,7.46,7.891,1.696,0.0693,0.0866,1.266,112.1,68.4
